global_id,FrameName,LexicalUnits,FrameElements,Link ,Definition,LinkToBFN,MatchEvaluation,FrameRelation            
1 174,Process_start,,Event,https://sfn.spanishfn.org/FRAMES/frames/Process_start.html,An Event begins at a certain Time and Place. Reason may also be indicated.  NB:  Refer to Event frame.,Process_start,ExactMatch,
1 175,Process_stop,,Process,https://sfn.spanishfn.org/FRAMES/frames/Process_stop.html,A Process stops at a certain Time and Place.  Reason may also be specified.  A Duration may be included in order to indicate the length of the persistence of the Paused-state before action resumes.  NB:  Refer to Process frame.,Process_stop,ExactMatch,
1 176,Process_stopped_state,,Process,https://sfn.spanishfn.org/FRAMES/frames/Process_stopped_state.html,"The State of an Entity after an Event has stopped, i.e. part of an X-schema.
NB:  Refer to Event frame.",Process_stopped_state,ExactMatch,
1 177,Process_uncompleted_state,,Process,https://sfn.spanishfn.org/FRAMES/frames/Process_uncompleted_state.html,A Process is in a state where it can no longer be completed.,Process_uncompleted_state,ExactMatch,
1 181,Product_delivery,,"Deliverer 
Goal 
Goods
Purchaser",https://sfn.spanishfn.org/FRAMES/frames/Product_delivery.html,"In order to facilitate the purchase of Goods which start off in a location distant from a Purchaser, a Deliverer transports and hands off the Goods to a Purchaser or (more indirectly) a Goal location which is accessible to the Purchaser.",Product_delivery,ExactMatch,
1 210,Questioning,"encuesta.n, encuestar.v, interpelar.v, interrogar.v, interrogatorio.n, objetar.v, pregunta.n, preguntar.v
","Addressee 
Message 
Speaker 
Topic",https://sfn.spanishfn.org/FRAMES/frames/Questioning.html,The words in this frame have to do with a Speaker asking an Addressee a question which calls for a reply (as opposed to making a request which calls for an action on the part of the Addressee).,Questioning,ExactMatch,
1 230,Receiving,"percibir.v, recibir.v
","Donor 
Recipient
Theme",https://sfn.spanishfn.org/FRAMES/frames/Receiving.html,"A Recipient comes into possession of the Theme as a result of the joint action of the Donor and the Recipient.  The Receiving frame like the Giving frame requires that the Donor first has possession of the Theme and that following the transfer, the Donorno longer has the Theme and the Recipient does.",Receiving,ExactMatch,
1 231,Receiving_scenario,,"Donor 
Recipient
Theme",https://sfn.spanishfn.org/FRAMES/frames/Receiving_scenario.html,The sequence beginning with the Recipient not having the Theme and ending with the Recipient in possession of the Theme.,Receiving_scenario,ExactMatch,
1 232,Reciprocality,,"Protagonist_1 
Protagonist_2 
Protagonists ",https://sfn.spanishfn.org/FRAMES/frames/Reciprocality.html,"This frame characterizes states-of-affairs with Protagonists in relations with each other that may be viewed symmetrically.  When the Protagonists are equally prominent, each equally serving to identify the others, they are expressed together as Protagonists.  When one of the Protagonists serves to define the other (more or less as a Ground), it is called Protagonist_2, and the other is called Protagonist_1 (i.e. the Figure).",Reciprocality,ExactMatch,
1 233,Reciprocality_focus,,"Protagonist_1
Protagonist_2",https://sfn.spanishfn.org/FRAMES/frames/Reciprocality_focus.html,Perspective of Reciprocality in which Protagonist_1 acts on or is related to  Protagonist_2.,?,,
1 234,Reciprocality_subordinate_event,,"Protagonist_1
Protagonist_2",https://sfn.spanishfn.org/FRAMES/frames/Reciprocality_subordinate_event.html,Perspective of Reciprocality in which Protagonist_2 acts on or is related to Protagonist_1.,?,,
1 240,Redirecting,"desviar.v
","Agent 
Cause 
Direction 
Goal 
Original_path 
Path Theme",https://sfn.spanishfn.org/FRAMES/frames/Redirecting.html,"An intentional Agent or a causing event (Cause) event causes a Theme which is already in motion to take a different Path or Direction, or reach a different Goal than the Original_path.",Redirecting,ExactMatch,
1 248,Regard,"impresión.n
","Cognizer 
Evaluee 
Judgment",https://sfn.spanishfn.org/FRAMES/frames/Regard.html,"A Cognizer has a Judgment of an Evaluee, expressing how high or low their regard for the Evaluee is.",Regard,ExactMatch,
1 252,Relating_concepts,"relacionar.v, vincular.v
","Concept_1
Concept_2
Concepts
Evidence",https://sfn.spanishfn.org/FRAMES/frames/Relating_concepts.html,Some Evidence relates Concept_1 to Concept_2. The two concepts may be expressed collectively as associated Concepts. Any cognizer is deprofiled.,Relating_concepts,ExactMatch,
1 253,Relation,,"Entities 
Entity1 
Entity2 
",https://sfn.spanishfn.org/FRAMES/frames/Relation.html,A relation holds between Entity1 and Entity2,Relation,ExactMatch,
1 254,Relation_between_individuals,,"Individual_1 
Individual_2 
Individuals 
Relation",https://sfn.spanishfn.org/FRAMES/frames/Relation_between_individuals.html,"Two sentient beings have a permanent or semi-permanent Relation to each other.  This relation may be symmetrically construed as between the Individuals or it may be construed assymetrically, such that Individual_1 is identified by their relation to the (implicitly better-known) Individual_2.",Relation_between_individuals,ExactMatch,
1 272,Removing,"arrancar.v, desahuciar.v, desalojar.v, descargar.v, descolgar.v, desenterrar.v, evacuar.v, expulsar.v, extraer.v, quitar.v, retirar.v, sacar.v
","Agent 
Cause
Source 
Theme ",https://sfn.spanishfn.org/FRAMES/frames/Removing.html,"An Agent causes a Theme to move away from a location, the Source. The Theme is profiled by the words in this frame, and is removed from the Source.",Removing,ExactMatch,
1 276,Renting,"alquilar.v, alquiler.n, arrendamiento.n, arrendar.v
","Goods 
Lessee ",https://sfn.spanishfn.org/FRAMES/frames/Renting.html,A Lessee gains the use of Goods owned by a Lessor by payment of a certain amount of Money to the Lessor.,Renting,ExactMatch,
1 277,Renting_out,"alquilar.v, arrendamiento.n, arrendar.v
","Goods 
Lessee
Lessor ",https://sfn.spanishfn.org/FRAMES/frames/Renting_out.html,A Lessor who owns some Goods allows a Lessee to use the Goods temporarily in exchange for Money.,Renting_out,ExactMatch,
1 289,Request,"exigencia.n, exigir.v, implorar.v, llamamiento.n, orden.n, ordenar.v, pedir.v, petición.n, pregunta.n, preguntar.v, reclamación.n, reclamar.v, rogar.v, solicitar.v, solicitud.n, suplicar.v, súplica.n
","Addressee 
Content
Message 
Speaker 
Topic ",https://sfn.spanishfn.org/FRAMES/frames/Request.html,"In this frame a Speaker asks an Addressee for something, or to carry out some action.",Request,ExactMatch,
1 291,Required_event,,Required_situation,https://sfn.spanishfn.org/FRAMES/frames/Required_event.html,"Unless a particular Required_situation obtains, Negative_consequences will follow.  Alternatively, the Required_situation is required to achieve a Purpose (which avoids Negative_consequences). A set of Circumstances may be specified under which the requirement holds.",Required_event,ExactMatch,
1 292,Requirement_scenario,,"Dependent 
Required_entity 
Requirement ",https://sfn.spanishfn.org/FRAMES/frames/Requirement_scenario.html,"One  state of affairs, the Dependent, cannot occur without another state of affairs, the Requirement, also obtaining.  This Requirement is construed to be under the control of some implicit force or actor.  In an alternative construal, the Dependent state of affairs may be presented as depending on the presence of a Required_entity. Individual that profit from the occurrence of the Dependent state, Dependent_individuals, are backgrounded. The same goes for individuals (Required_individual) that are required to provide any Required_entity or to see to the occurrence of the Dependent state of affairs.


The nexus between Requirement and Dependent can be qualified further in terms of the Degree of strength of the link between the two eventualities, the Place and Time where this nexus obtains, the Reason for its existence, or a specification of Condition when it applies.",Requirement_scenario,ExactMatch,
1 294,Research,"investigación.n, investigar.v
","Field 
Question 
Researcher 
Topic ",https://sfn.spanishfn.org/FRAMES/frames/Research.html,"A Researcher (an individual a group or institution) attempts to answer a Question by means of consulting literature,  observation, or conducting experiments in a particular Field pertinent to the Question. The Question may be underspecified in the form of a Topic.",Research,ExactMatch,
1 298,Resolve_attempt_scenario,,Agent Goal Role,https://sfn.spanishfn.org/FRAMES/frames/Resolve_attempt_scenario.html,An Agent and their Action succeed or fail inasmuch as the result of an Action matches the Goal that they hope to bring about by the Action.,?,,
1 302,Response,,"Agent 
Responding_entity
Response 
Trigger",https://sfn.spanishfn.org/FRAMES/frames/Response.html,"An Agent performs a Response action in consequence of a Trigger event. In many cases, a non-agentive Responding_entity causes the Response after the Trigger occurs.",Response,ExactMatch,
1 309,Return,"regresar.v, regreso.n, retornar.v, retorno.n, volver.v
",Goal Theme,https://sfn.spanishfn.org/FRAMES/frames/Return.html,"A Theme moves back from a Source to the Goal where the motion initially started. The Source where the motion started may be expressed or it may be understood from context, but the existence of this Source is always implied by the predicates in the Return frame.",?,,
1 311,Reveal_secret,"confesar.v, confesión.n, confidencia.n, desvelar.v, filtración.n, filtrar.v, reconocer.v, revelación.n, revelar.v
","Information 
Speaker 
Topic ",https://sfn.spanishfn.org/FRAMES/frames/Reveal_secret.html,"A Speaker reveals Information that was previously secret to an Addressee. In some cases, the Addressee is expected to keep the Information from other parties. The Information may be damaging to the reputation of the Speaker. Some lexical units in this frame imply that the Speaker has already been confronted with the Information.",Reveal_secret,ExactMatch,
1 314,Rewards_and_punishments,,"Agent 
Evaluee 
Reason 
Response_action
",https://sfn.spanishfn.org/FRAMES/frames/Rewards_and_punishments.html,"An Agent (the punisher or rewarder) performs a Response_action on an Evaluee for a Reason, the Evaluee's actions or beliefs.   Means and Instrument may also be indicated.
The goal of the punishment/reward is  to discourage/encourage the actions or beliefs.  Words in this frame presuppose that a judgment of the Evaluee has occurred and that the Evaluee is (or becomes) aware of the judgment.  This judgment was performed by a cognizer which is either the same as the Agent, or, minimally, a representative of the same institution.",Rewards_and_punishments,ExactMatch,
1 315,Ride_vehicle,"navegar.v, volar.v
","Goal
Source 
Theme 
Vehicle",https://sfn.spanishfn.org/FRAMES/frames/Ride_vehicle.html,"In this frame a Theme is moved by a Vehicle which is not directly under their power. The Source, Path, Goal, or Area of the motion may be indicated. The Distance travelled or the Speed of motion may also be indicated. A Route or Road may be present and the Manner in which the Theme moves may be given.",Ride_vehicle,ExactMatch,
1 317,Risk_scenario,,"Asset 
Harmful_event 
Situation ",https://sfn.spanishfn.org/FRAMES/frames/Risk_scenario.html,"An Asset is in a particular Situation, which has a likelihood of leading to or inviting a Harmful_event which will negatively affect the Asset.",Risk_scenario,ExactMatch,
1 318,Risky_situation,"amenaza.n, arriesgado.a, inseguro.a, peligro.n, peligroso.a, seguro.a
","Asset 
Dangerous_entity 
Situation ",https://sfn.spanishfn.org/FRAMES/frames/Risky_situation.html,"A particular Situation is likely (or unlikely) to result in a harmful event befalling an Asset. The Situation may be a state, an activity, or some focal entity that must be inferred to be part of some larger Situation involving both it and the Asset. Although the idea of a harmful event is crucial to the understanding of this frame, it is not expressible as an argument of the LUs in this frame.",Risky_situation,ExactMatch,
1 324,Run_risk,"riesgo.n
","Action 
Asset 
Bad_outcome
Protagonist ",https://sfn.spanishfn.org/FRAMES/frames/Run_risk.html,A Protagonist is described as being exposed to a potentially dangerous situation that may end in a Bad_outcome for him- or herself.  An Asset which is in danger of loss may stand in for the Bad_outcome. There is no implication that the Protagonist intentionally exposes themself to the risky situation. The Severity of risk involved may also be expressed.,Run_risk,ExactMatch,
1 336,Scrutinizing_for,,"Cognizer 
Ground 
Phenomenon",https://sfn.spanishfn.org/FRAMES/frames/Scrutinizing_for.html,"A Cognizer examines a Ground closely, alert to the presence of a Phenomenon.",Scrutinizing_for,ExactMatch,
1 337,Scrutiny,"analista.n, analizar.v, análisis.n, buscar.v, búsqueda.n, curiosear.v, escudriñar.v, estudiar.v, estudio.n, examen.n, examinar.v, exploración.n, explorar.v, inspeccionar.v, peinar.v, rastrear.v
","Cognizer 
Ground 
Instrument 
Medium",https://sfn.spanishfn.org/FRAMES/frames/Scrutiny.html,"This frame concerns a Cognizer (a person or other intelligent being) paying close attention to something, the Ground, in order to discover and note its salient characteristics.  The Cognizer may be interested in a particular characteristic or entity, the Phenomenon, that belongs to the Ground or is contained in the Ground (or to ensure that such a property of entity is not present). 
Some words in this frame allow alternate expressions of the Groundand the Phenomenon:",Scrutiny,ExactMatch,
1 338,Searching_scenario,,"Cognizer 
Ground 
Phenomenon
",https://sfn.spanishfn.org/FRAMES/frames/Searching_scenario.html,A Cognizer seeks a Phenomenon within the Ground.,Searching_scenario,ExactMatch,
1 344,Self_motion,,"Area 
Direction
Goal 
Path
Self_mover 
Source ",https://sfn.spanishfn.org/FRAMES/frames/Self_motion.html,"The Self_mover, a living being, moves under its own power in a directed fashion, i.e. along what could be described as a Path, with no separate vehicle.",Self_motion,ExactMatch,
1 346,Sensation,"aroma.n, buqué.n, chirrido.n, fragancia.n, hedor.n, olor.n, perfume.n, peste.n, ruido.n, sabor.n, sonido.n, tacto.n, tufo.n, vista.n
","Body_part 
Ground 
Perceiver_passive 
Percept 
Source ",https://sfn.spanishfn.org/FRAMES/frames/Sensation.html,"This frame contains nouns that refer to sensations in different modalities. The FE Source is used for the phenomenon that gives rise to the sensation in question. The FE Percept is used for the characteristic quality of the sensation.


In cases of veridical perception these are not typically distinguished from one another; we use the FE Percept as the default in these cases.


With some nouns in this frame it is possible to express the part of the body that experiences the sensation. We mark such expressions with the FE Body_part.",Sensation,ExactMatch,
1 354,Set_relation,,"Subset
Superset 
",https://sfn.spanishfn.org/FRAMES/frames/Set_relation.html,"A Superset has several members, a part of which is the Subset. This frame exists largely for the purposes of inheritence.",Set_relation,ExactMatch,
1 361,Shaped_part,,Part Whole,https://sfn.spanishfn.org/FRAMES/frames/Shaped_part.html,"An entity is a shaped Part of a larger Whole. The Part may correspond in form and  function  to a part of another entity. For instance, the leg of a table supports the weight of a table like the leg of an animal or person supports their weight. The Orientation of the Part relative to the Whole may be expressed.",Shaped_part,ExactMatch,
1 365,Shoot_projectiles,"disparar.v, disparar_al_aire.v, tirotear.v
","Agent 
Projectile ",https://sfn.spanishfn.org/FRAMES/frames/Shoot_projectiles.html,An Agent causes a Firearm to discharge which induces the rapid motion of the Projectile.,Shoot_projectiles,ExactMatch,
1 366,Shooting_scenario,,"Agent 
Projectile ",https://sfn.spanishfn.org/FRAMES/frames/Shooting_scenario.html,"A firearm is discharged, causing the motion of a projectile.  This frame exists primarily to relate frames.",Shooting_scenario,ExactMatch,
1 373,Similarity,"diferencia.n, diferenciarse.v, diferente.a, distinguirse.v, distinto.a, parecerse.v, parecido.a, parecido.n, similar.a, similitud.n
","Differentiating_fact 
Entities
Entity_1 
Dimension 
Entity_2 ",https://sfn.spanishfn.org/FRAMES/frames/Similarity.html,"Two or more distinct entities, which may be concrete or abstract objects or types, are characterized as being similar to each other.  Depending on figure/ground relations, the entities may be expressed in two distinct frame elements and constituents , Entity_1 and Entity_2, or jointly as a single frame element and constituent, Entities.  The similarity may be based on appearance, physical properties, or other characteristics of the two entities. However, no such Dimension has to  be specified explicitly.  The Entities may be like each other to a greater or lesser Degree. Rather than specifying the Dimension of difference, a Differentiating_fact may be mentioned. Notice that, although similarity presupposes the notion of a judge who assesses similarity, that judge is not part of the frame of similarity.",Similarity,ExactMatch,
1 382,Soaking,"adobar.v, bañar.v, empapar.v, en_remojo.a, mojar.v, remojar.v
","Agent 
Medium 
Theme",https://sfn.spanishfn.org/FRAMES/frames/Soaking.html,"In this frame, an Agent places the Theme in the Medium for an extended period of time, with the intent that the Theme will be affected by and absorb some of the Medium.",Soaking,ExactMatch,
1 385,Social_behavior_evaluation,,"Behavior 
Individual
Judge",https://sfn.spanishfn.org/FRAMES/frames/Social_behavior_evaluation.html,"In this frame the Behavior is judged by the speaker (or, in some cases, a separate Judge) against pre-existing social standards for that type of behavior.  An Individual who is involved in the Behavior is assigned the same evaluation as the Behavior.  This is an abstract frame that encodes the relationship between such frames as Mental_property, Sociability, Social_interaction_evaluation, Stinginess, and Volubility.",Social_behavior_evaluation,ExactMatch,
1 392,Social_interaction,"juntarse.v, reunirse.v
","Aggregate 
Individuals 
Party_1 
Party_2 ",https://sfn.spanishfn.org/FRAMES/frames/Social_interaction.html,"In this frame two or more Individuals come together to interact with a Purpose. The Individuals may be expressed as the external argument of the predicates in this frame. In an alternative construal, a grammatically more prominent Party_1 congregates with a Party_2, expressed as an oblique phrase.",?,,
1 421,State,,"Entity 
State",https://sfn.spanishfn.org/FRAMES/frames/State.html,An Entity persists in a stable situation called a State,State,ExactMatch,
1 425,Statement,"evocar.v, jurar.v, manifestar.v, proponer.v, sostener.v
","Addressee 
Message 
Speaker ",https://sfn.spanishfn.org/FRAMES/frames/Statement.html,"This frame contains verbs and nouns that communicate the act of a Speaker to address a Message to some Addressee using language. A number of the words can be used performatively, for example, declare or insist:",Statement,ExactMatch,
1 429,Stimulus_focus,"admirable.a, alarmante.a, asombroso.a, doloroso.a, sorprendente.a, sorpresa.n
","Stimulus 
Experiencer ",https://sfn.spanishfn.org/FRAMES/frames/Stimulus_focus.html,In this frame either a Stimulus brings about a particular emotion or experience in the Experiencer or saliently fails to bring about a particular experience.,Stimulus_focus,ExactMatch,
1 437,Suasion,"convencer.v, disuadir.v, persuadir.v
","Addressee 
Content 
Speaker 
Text 
Topic",https://sfn.spanishfn.org/FRAMES/frames/Suasion.html,"A Speaker expresses through language his wish to get the Addressee to act and as  a result the Addressee forms an intention do so. There is no implication that the Addressee actually acts upon the intention formed. In the case of convince and persuade, the act that the Speaker wishes the Addressee to perform can be the adoption of a belief, which may be expressed as a that-clause or as an of-PP complement.


This frame differs from Attempt_suasion in that in Suasion, the Addressee has changed their mind in accord with the Speaker's wishes, whereas in Attempt_suasion, the only implication is that the Speaker communicates with the intent of changing the mind of the Addressee.",Suasion,ExactMatch,
1 439,Subjective_influence,"impacto.n, impresionar.v, impresión.n, influenciar.v, influir.v, inspiración.n, inspirar.v
","Action 
Behavior 
Cognizer 
Entity 
Situation",https://sfn.spanishfn.org/FRAMES/frames/Subjective_influence.html,"A Situation or Entity has an influence on a Cognizer. The influence may be general; or it may be manifested in the Cognizer's engaging in an Action as a consequence of the influence; or the Cognizer may be influenced in how they carry out a Behavior that they are engaged in already. 


The  mediation of the Cognizer's psyche distinguishes this frame from the Objective_influence frame, where dependent events occur automatically given the appropriate kind of influencing force. In this frame, by contrast, a Cognizer may perceive an influence yet not respond to it in any way.",Subjective_influence,ExactMatch,
1 453,Success_or_failure,"conseguir.v, fracasar.v, fracaso.n, lograr.v, éxito.n
","Agent 
Goal 
Role ",https://sfn.spanishfn.org/FRAMES/frames/Success_or_failure.html,"An Agent has attempted to achieve a Goal, and the actual outcome of the Agent's action has been resolved, so that it either specifically matches the Agent's intent (e.g. success) or does not match it (e.g. failure).",Success_or_failure,ExactMatch,
1 478,Taking_sides,"a_favor.prep, contra.prep, en_contra.prep, en_favor.prep
","Action 
Cognizer 
Issue 
Side ",https://sfn.spanishfn.org/FRAMES/frames/Taking_sides.html,A Cognizer has a relatively fixed positive or negative point of view towards an Issue (or a Side in a debate concerning an Issue).  The Cognizer's Degree of alignment may also be specified.,Taking_sides,ExactMatch,
1 512,Thwarting,,"Action 
Preventing_cause 
Protagonist ",https://sfn.spanishfn.org/FRAMES/frames/Thwarting.html,"In this frame a Preventing_cause interferes with the ability of a Protagonist to complete an intended Action. The Protagonist may not be mentioned in the sentence, in which case the Action is an endeavor that an individual or group of individuals hopes to accomplish. In this frame it is necessary that the Protagonist is unable to successfully complete the Action.",Thwarting,ExactMatch,
1 520,Topic,,"Communicator 
Text 
Topic",https://sfn.spanishfn.org/FRAMES/frames/Topic.html,A stretch of linguistic discourse or a Text that a Communicator produces has a Topic that it is about.,Topic,ExactMatch,
1 540,Trajector-Landmark,,"Landmark 
Profiled_region 
Trajector",https://sfn.spanishfn.org/FRAMES/frames/Trajector-Landmark.html,"Basic Image Schema: contains a (more) profiled element, the Trajector, and an un- or less profiled element, the Landmark.  In combination with a schematically-defined Profiled_region (with a pre-defined relationship to the Landmark), the Landmark serves as the basis for understanding the status or location of the Trajector.  


This schema essentially establishes a point-of-view or focus.  above.prep and below.prep both make use of the verticality schema, but are differentiated by whether the Landmark is associated with the upper region and the Profiled_region with the lower or vice-versa.",?,,
1 541,Transfer,,"Donor 
Recipient 
Theme 
Transferors",https://sfn.spanishfn.org/FRAMES/frames/Transfer.html,This frame involves a Donor transferring a Theme to a Recipient.,Transfer,ExactMatch,
1 542,Transfer_scenario,,"Donor 
Recipient 
Theme
Transferors 
",https://sfn.spanishfn.org/FRAMES/frames/Transfer_scenario.html,"In this scenario, the Theme begins in the possession of the Donor and ends up in the possession of the Recipient.  Alternatively, these two participants may be jointly construed as Transferors.",Transfer_scenario,ExactMatch,
1 546,Transitive_action,,"Agent 
Cause 
Event 
Patient",https://sfn.spanishfn.org/FRAMES/frames/Transitive_action.html,"This frame characterizes, at a very abstract level, an Agent or Cause affecting a Patient. This frame is inherited by many lower-level frames.",Transitive_action,ExactMatch,
1 548,Translating,"traducción.n, traducir.v
","Cognizer 
Content 
Source_representation
Source_symbol
Target_representation 
Target_symbol ",https://sfn.spanishfn.org/FRAMES/frames/Translating.html,"A Cognizer produces a Target_symbol which represents, in the Target_representation format, a Content that pre-exists in the form of a Source_symbol in a Source_representation format.",Translating,ExactMatch,
1 556,Traversing,"atravesar.v, cruzar.v, cruzarse.v, franquear.v, saltar.v, traspasar.v, vadear.v
","Road 
Theme ",https://sfn.spanishfn.org/FRAMES/frames/Traversing.html,A Theme changes location with respect to a salient Path location.,Traversing,ExactMatch,"Traversing :Inherits From: Motion
Traversing :Uses: Path_shape
Traversing :Has Subframes: Arriving
Traversing :Has Subframes: Departing"
1 561,Trust,"creer.v, creerse.v, dar_crédito.v
","Cognizer
Expressor 
Information
Source",https://sfn.spanishfn.org/FRAMES/frames/Trust.html,A Cognizer thinks that the Information given by a particular Source is correct.  The specific Content or Topic of the Information may also be described.,Trust,ExactMatch,Trust :Inherits From: Certainty
1 580,Use_firearm,"abir_fuego.v, acribillar.v, ametrallar.v, disparar.v, pegar_un_tiro.v, tirotear.v
",Agent Firearm,https://sfn.spanishfn.org/FRAMES/frames/Use_firearm.html,"An Agent causes a Firearm to discharge, usually directing the projectile from the barrel of the Firearm (the Source), along a Path, and to a Goal.",Use_firearm,ExactMatch,"Use_firearm :Inherits From: Using
Use_firearm :Is Used By: Shoot_projectiles
Use_firearm :Perspective on: Shooting_scenario"
1 581,Use_vehicle,,"Area 
Driver 
Goal 
Path 
Source
Theme 
Vehicle",https://sfn.spanishfn.org/FRAMES/frames/Use_vehicle.html,A Driver transports themself and possibly other passengers (the Theme) to another location.,Use_vehicle,ExactMatch,"Use_vehicle :Uses: Ride_vehicle
Use_vehicle :Is perspectivized in: Operate_vehicle
Use_vehicle :Is perspectivized in: Ride_vehicle"
1 584,Using,,"Agent 
Instrument 
Purpose 
Role",https://sfn.spanishfn.org/FRAMES/frames/Using.html,An Agent manipulates an Instrument in order to achieve a Purpose.,Using,ExactMatch,"Using :Inherits From: Intentionally_affect
Using :See Also: Operating_a_system
Using :Is Used By: Artifact
Using :Is Inherited By: Operating_a_system
Using :Is Inherited By: Use_firearm"
1 598,Visit_host_arrival,,"Host 
Host_location 
Visitor ",https://sfn.spanishfn.org/FRAMES/frames/Visit_host_arrival.html,The Visitor arrives at the Host_location to visit the Host.,Visit_host_arrival,ExactMatch,"Visit_host_arrival :Inherits From: Visiting_scenario_arrival
Visit_host_arrival :Precedes: Visit_host_stay"
1 599,Visit_host_departure,,"Host 
Host_location 
Visitor ",https://sfn.spanishfn.org/FRAMES/frames/Visit_host_departure.html,A Visitor departs from a Host_location after having visited a Host.,Visit_host_departure,ExactMatch,Visit_host_departure :Is Preceded by: Visit_host_stay
1 600,Visit_host_stay,,"Host 
Host_location 
Visitor ",https://sfn.spanishfn.org/FRAMES/frames/Visit_host_stay.html,A Visitor is located with a Host for a visit.,Visit_host_stay,ExactMatch,"Visit_host_stay :Inherits From: Visiting_scenario_stay
Visit_host_stay :Precedes: Visit_host_departure
Visit_host_stay :Is Preceded by: Visit_host_arrival"
1 603,Visiting_scenario_arrival,,Agent Goal,https://sfn.spanishfn.org/FRAMES/frames/Visiting_scenario_arrival.html,An Agent arrives at a location that should help them achieve their Purpose. This situation is point-of-view-neutral.,Visiting_scenario_arrival,ExactMatch,"Visiting_scenario_arrival :Inherits From: Arriving
Visiting_scenario_arrival :Is Inherited By: Visit_host_arrival
Visiting_scenario_arrival :Is Inherited By: Visitor_arrival
Visiting_scenario_arrival :Precedes: Visiting_scenario_stay"
1 605,Visiting_scenario_stay,,Agent Entity,https://sfn.spanishfn.org/FRAMES/frames/Visiting_scenario_stay.html,"An Agent matches location with an Entity in order to fulfil some  Purpose. Quite often, the Purpose is social- or entertainment-oriented. This scene is point-of-view-neutral.",Visiting_scenario_stay,ExactMatch,"Visiting_scenario_stay :Is Inherited By: Visit_host_stay
Visiting_scenario_stay :Is Preceded by: Visiting_scenario_arrival"
1 607,Visitor_arrival,,Agent Goal,https://sfn.spanishfn.org/FRAMES/frames/Visitor_arrival.html,An Agent arrives at a Goal that should enable their Purpose.,Visitor_arrival,ExactMatch,
1 622,Weapon,,Weapon,https://sfn.spanishfn.org/FRAMES/frames/Weapon.html,"A Weapon is an artifact created specifically to cause harm or damage.  In some cases, a Use, Material of construction, Part or Type may be more narrowly specified.",Weapon,ExactMatch,"Weather :Inherits From: Artifact
Weather :Is Used By: Bearing_arms"
1 624,Weather,,Place Time,https://sfn.spanishfn.org/FRAMES/frames/Weather.html,"Ambient conditions of temperature, precipitation, windiness, and sunniness pertain at a certain Place and Time.  Further Specification of the conditions that pertain may also be indicated.",Weather,ExactMatch,Weather :Has Subframes: Precipitation
1 626,Wholes_and_parts,,Part Whole,https://sfn.spanishfn.org/FRAMES/frames/Wholes_and_parts.html,"A Whole is made up of multiple Parts, which themselves may not be independent of each other or of the Whole. Wholes_and_parts is contrasted with Set_relation, where the Whole is simply a set of a number of (usually independent) parts.",Wholes_and_parts,ExactMatch,"Wholes_and_parts :Inherits From: Inclusion_scenario
Wholes_and_parts :Is perspectivized in: Part_piece"
